gamma,gen_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,42,1863,1,0.09867889916782271,0.0,0.0,151947.81927364503,398.6179209091854,1.226748011387456,tied_shape,1006,-2804.734850281719,0.179106124676764
0.01,42,1863,2,0.9013211008321803,0.0,0.0,13.097449755227391,0.03435967831324322,0.00010574202721880823,tied_shape,1006,-2804.734850281719,0.179106124676764
0.01,42,561,1,0.09867889916782269,0.0,0.0,151947.81927364494,-398.6179209091852,1.2267480113874563,tied_shape,1006,-2804.7348502817604,0.1803982499986887
0.01,42,561,2,0.9013211008321804,0.0,0.0,13.097449755227352,-0.034359678313243124,0.00010574202721880798,tied_shape,1006,-2804.7348502817604,0.1803982499986887
0.01,42,1825,1,0.074465500145856,0.0,0.0,127509.70690967546,0.0,0.06375482157742693,tied_shape,1002,-60559.89528875378,0.16703654266893864
0.01,42,1825,2,0.9255344998541418,0.0,0.0,0.5802863520635386,0.0,2.901430309602538e-07,tied_shape,1002,-60559.89528875378,0.16703654266893864
0.01,42,2631,1,0.074465500145856,0.0,0.0,127509.70690967546,0.0,0.06375482157742693,tied_shape,1002,-60559.89528875378,0.16799004189670086
0.01,42,2631,2,0.9255344998541418,0.0,0.0,0.5802863520635386,0.0,2.901430309602538e-07,tied_shape,1002,-60559.89528875378,0.16799004189670086
0.01,42,2714,1,0.923274682269354,0.0,0.0,0.9116331896613418,-0.00012341498946397207,6.802000566264839e-07,tied_shape,1005,-50057.93373276699,0.1718085827305913
0.01,42,2714,2,0.07672531773064366,0.0,0.0,162487.91831337355,-21.997273633836553,0.12123767814874568,tied_shape,1005,-50057.93373276699,0.1718085827305913
0.01,42,3157,1,0.9232746822693527,0.0,0.0,0.9116331896614006,0.00012341498946397865,6.802000566266272e-07,tied_shape,1005,-50057.93373276459,0.1731010414659977
0.01,42,3157,2,0.07672531773064427,0.0,0.0,162487.91831338507,21.997273633837867,0.121237678148772,tied_shape,1005,-50057.93373276459,0.1731010414659977
0.01,42,815,1,0.0744658498787254,0.0,0.0,127509.1872128325,-0.005966548683803821,0.06375460223501377,tied_shape,1002,-60557.129712675945,0.17655650060623884
0.01,42,815,2,0.9255341501212755,0.0,0.0,0.5803910454299952,-2.715828956247439e-08,2.90195561990291e-07,tied_shape,1002,-60557.129712675945,0.17655650060623884
0.01,42,981,1,0.07446584987872543,0.0,0.0,127509.18721283243,0.005966548697150495,0.06375460223501374,tied_shape,1002,-60557.129712675924,0.16267899982631207
0.01,42,981,2,0.9255341501212754,0.0,0.0,0.580391045429996,2.715828962322528e-08,2.9019556199029135e-07,tied_shape,1002,-60557.129712675924,0.16267899982631207
0.01,42,1429,1,0.074465500145856,0.0,0.0,127509.70690967546,0.0,0.06375482157742693,tied_shape,1002,-60559.89528875378,0.16393987461924553
0.01,42,1429,2,0.9255344998541418,0.0,0.0,0.5802863520635386,0.0,2.901430309602538e-07,tied_shape,1002,-60559.89528875378,0.16393987461924553
0.01,42,39,1,0.08733582504084422,0.0,0.0,216084.4929042384,2035.378102316669,28.3699667183556,tied_shape,1004,17872.793126248092,0.19826974999159575
0.01,42,39,2,0.9126641749591584,0.0,0.0,8.488459232305443,0.07995587194449424,0.001114458990897353,tied_shape,1004,17872.793126248092,0.19826974999159575
0.01,42,2713,1,0.09095746078653409,0.0,0.0,208466.96754452478,-11720.602558552302,700.5039026099046,tied_shape,1004,26291.602926875938,0.19990500062704086
0.01,42,2713,2,0.9090425392134658,0.0,0.0,6.180013429902627,-0.34745783503054906,0.020766472390422185,tied_shape,1004,26291.602926875938,0.19990500062704086
0.01,42,112,1,0.0909674021187495,0.0,0.0,208413.65847747523,-11619.390789422736,684.9695983601777,tied_shape,1004,25326.34373399286,0.17267895862460136
0.01,42,112,2,0.909032597881252,0.0,0.0,6.145597128732688,-0.3426267510236955,0.020198038975485125,tied_shape,1004,25326.34373399286,0.17267895862460136
0.01,42,3153,1,0.9152891165245243,0.0,0.0,5.330464788338192,0.004175909852468938,0.0006178156371137019,tied_shape,1005,18559.05097985255,0.17310491669923067
0.01,42,3153,2,0.08471088347547383,0.0,0.0,223644.9540685125,175.20445293867525,25.921069788771366,tied_shape,1005,18559.05097985255,0.17310491669923067
0.01,42,1665,1,0.08182801475246675,0.0,0.0,231907.80397787498,2526.9571880755157,139.70171698559375,tied_shape,1004,29363.221123439424,0.16560516692698002
0.01,42,1665,2,0.9181719852475315,0.0,0.0,5.280736139530165,0.05754094479454859,0.0031811258309816194,tied_shape,1004,29363.221123439424,0.16560516692698002
0.01,42,590,1,0.92187303412411,0.0,0.0,5.03337908227295,0.05745762745742877,0.0026668995332158403,tied_shape,1000,26403.334593141906,0.16034358274191618
0.01,42,590,2,0.07812696587589192,0.0,0.0,242869.9940999873,2772.4384381721115,128.68291128291102,tied_shape,1000,26403.334593141906,0.16034358274191618
0.01,42,17,1,0.9156275723467897,0.0,0.0,5.2879107141885635,0.0037457809746290643,0.0005228790135749805,tied_shape,1005,17110.44744291557,0.17299258336424828
0.01,42,17,2,0.08437242765320924,0.0,0.0,224458.6450505328,158.9990768878407,22.194912368222358,tied_shape,1005,17110.44744291557,0.17299258336424828
0.01,42,333,1,0.08210321211201163,0.0,0.0,230525.1650447042,-4836.374773026992,120.6102081352482,tied_shape,1004,21000.207677916842,0.168741999194026
0.01,42,333,2,0.9178967878879871,0.0,0.0,7.783076424863311,-0.16328748520991362,0.00407208673878736,tied_shape,1004,21000.207677916842,0.168741999194026
0.01,42,550,1,0.9218824296963998,0.0,0.0,6.303094196921171,0.03219205194924193,0.000544637207591875,tied_shape,1003,14585.653211155977,0.17620274983346462
0.01,42,550,2,0.07811757030360103,0.0,0.0,242028.7916957226,1236.1235913762432,20.913202491941515,tied_shape,1003,14585.653211155977,0.17620274983346462
0.01,42,341,1,0.9239701569403952,0.0,0.0,4.16020037182487,-0.03969141197779181,0.002822041781829847,tied_shape,1005,26270.40982878165,0.16328124981373549
0.01,42,341,2,0.0760298430596027,0.0,0.0,249629.5181892297,-2381.651642399182,169.33437511305416,tied_shape,1005,26270.40982878165,0.16328124981373549
0.01,42,664,1,0.9050020372129903,0.0,0.0,13.097537830577057,-0.009329778748125546,9.592224837496459e-05,tied_shape,1000,10837.519240836738,0.1764599997550249
0.01,42,664,2,0.09499796278700887,0.0,0.0,192454.95452232292,-137.0915791884166,1.4094795668835585,tied_shape,1000,10837.519240836738,0.1764599997550249
0.01,42,912,1,0.9075210647747713,0.0,0.0,10.110614223013457,-0.005503580176490894,0.00026706401462635375,tied_shape,1009,17413.20699039611,0.20866670738905668
0.01,42,912,2,0.09247893522522369,0.0,0.0,203292.3847957478,-110.65954197389689,5.369810303209871,tied_shape,1009,17413.20699039611,0.20866670738905668
0.01,42,1598,1,0.09234826114991013,0.0,0.0,203723.91250315122,-111.27886846815439,5.800357910766624,tied_shape,1006,17956.683284578135,0.206643583253026
0.01,42,1598,2,0.907651738850089,0.0,0.0,10.082935307868782,-0.00550754017096488,0.00028707790292335046,tied_shape,1006,17956.683284578135,0.206643583253026
0.01,42,2509,1,0.8939259539331288,0.0,0.0,19.40383454077745,-0.05351250533050607,0.0004310028046508357,tied_shape,1008,24452.71687897293,0.17924387473613024
0.01,42,2509,2,0.10607404606687171,0.0,0.0,175809.51954180532,-484.8530238630668,3.905124827136254,tied_shape,1008,24452.71687897293,0.17924387473613024
0.01,42,598,1,0.9135231886560216,0.0,0.0,7.908732341078854,0.0901755513268715,0.0015328280985543422,tied_shape,1002,19925.705095084853,0.17371458280831575
0.01,42,598,2,0.08647681134398023,0.0,0.0,218666.37807828744,2493.2391626708986,42.38074498823962,tied_shape,1002,19925.705095084853,0.17371458280831575
0.01,42,3213,1,0.07745142658636095,0.0,0.0,244457.96852037046,137.0527725957841,22.16382573143716,tied_shape,1004,15626.180185444658,0.16581820789724588
0.01,42,3213,2,0.9225485734136387,0.0,0.0,5.479822663976368,0.003072204575604148,0.0004968291084912265,tied_shape,1004,15626.180185444658,0.16581820789724588
0.01,42,14,1,0.09055758844412928,0.0,0.0,208152.1048850043,3631.0790480592077,71.00879922392201,tied_shape,1004,24297.555090250153,0.16740508377552032
0.01,42,14,2,0.9094424115558706,0.0,0.0,13.736086106790095,0.23961715156451402,0.004685914567226801,tied_shape,1004,24297.555090250153,0.16740508377552032
0.01,42,613,1,0.0755303488941019,0.0,0.0,251374.8236380872,1890.3040628779681,1181.3701656737428,tied_shape,1004,42411.950957635076,0.20185029227286577
0.01,42,613,2,0.924469651105901,0.0,0.0,4.079709751262714,0.030678855609175257,0.019173150735608373,tied_shape,1004,42411.950957635076,0.20185029227286577
0.01,42,1052,1,0.915355437977379,0.0,0.0,7.956400760446289,0.504933434896482,0.03651441295978033,tied_shape,1009,37092.27995623245,0.17096449993550777
0.01,42,1052,2,0.0846445620226196,0.0,0.0,224177.66687860969,14226.885091915152,1028.8214672970385,tied_shape,1009,37092.27995623245,0.17096449993550777
0.01,42,2334,1,0.07462868791474224,0.0,0.0,254426.4827416371,-4935.008483149713,906.9684245228958,tied_shape,1006,31371.218991451744,0.16834645811468363
0.01,42,2334,2,0.9253713120852588,0.0,0.0,2.3964836785921046,-0.04648363313496541,0.00854288045389787,tied_shape,1006,31371.218991451744,0.16834645811468363
0.01,42,510,1,0.08705606266967308,0.0,0.0,217471.79065368432,4521.568785615258,114.68819806427365,tied_shape,1004,26461.57289550622,0.170050666667521
0.01,42,510,2,0.9129439373303286,0.0,0.0,9.867191512446126,0.20515389609961973,0.005203665317308451,tied_shape,1004,26461.57289550622,0.170050666667521
0.01,42,2166,1,0.9105244126889611,0.0,0.0,6.120769210830493,-1.184911288520371,0.23277917747031965,tied_shape,1005,34070.88989000367,0.17124583292752504
0.01,42,2166,2,0.08947558731103883,0.0,0.0,212085.03159308317,-41057.249408485055,8065.812891727387,tied_shape,1005,34070.88989000367,0.17124583292752504
0.01,42,2585,1,0.91125477108522,0.0,0.0,5.978600294166942,-1.5102463068890795,0.38926308868898524,tied_shape,1005,40389.77468396306,0.1712159588932991
0.01,42,2585,2,0.08874522891477826,0.0,0.0,213889.0832633155,-54030.23821436509,13926.190260480536,tied_shape,1005,40389.77468396306,0.1712159588932991
0.01,42,2127,1,0.07823203889217097,0.0,0.0,242677.8402814979,-6592.276395833569,783.3365727594974,tied_shape,1006,39350.50283531468,0.16974679194390774
0.01,42,2127,2,0.9217679611078262,0.0,0.0,4.48109422189689,-0.12172768486917047,0.014464464435324544,tied_shape,1006,39350.50283531468,0.16974679194390774
0.01,42,197,1,0.9125712440443305,0.0,0.0,11.042280117381377,0.0978228329095062,0.0010507845514528453,tied_shape,1009,14217.500524317353,0.17345474939793348
0.01,42,197,2,0.08742875595566973,0.0,0.0,213847.83219351067,1894.4638728913899,20.34978247625816,tied_shape,1009,14217.500524317353,0.17345474939793348
0.01,42,1545,1,0.08618768126193609,0.0,0.0,219606.72416984945,3928.71836589992,90.07293570003043,tied_shape,1001,28907.577686873123,0.1668411660939455
0.01,42,1545,2,0.9138123187380677,0.0,0.0,12.153366234578309,0.2174211801291061,0.004984771661815929,tied_shape,1001,28907.577686873123,0.1668411660939455
0.01,42,2288,1,0.08780545581769864,0.0,0.0,216034.53394258875,23021.427946631116,2516.9775534742944,tied_shape,1006,29123.078080366296,0.1773362085223198
0.01,42,2288,2,0.912194544182302,0.0,0.0,6.303239866214616,0.6716962319040874,0.07343785721611835,tied_shape,1006,29123.078080366296,0.1773362085223198
0.01,42,401,1,0.910557670158037,0.0,0.0,6.115005837146357,0.8180815953586108,0.1110292476116449,tied_shape,1005,27962.07555887049,0.17233549989759922
0.01,42,401,2,0.08944232984196235,0.0,0.0,212054.68560593,28369.234653866417,3850.2452528054396,tied_shape,1005,27962.07555887049,0.17233549989759922
0.01,42,276,1,0.09808224659382656,0.0,0.0,190736.83936523687,1802.2544950195195,20.386280001986098,tied_shape,1004,20917.63797779271,0.1818298753350973
0.01,42,276,2,0.901917753406173,0.0,0.0,14.98268679320272,0.14157000142386028,0.0016013752202499723,tied_shape,1004,20917.63797779271,0.1818298753350973
0.01,42,1973,1,0.08220114646025975,0.0,0.0,230339.03713421882,-170.00299797637956,21.044731973805263,tied_shape,1004,15927.947789225853,0.18021341692656279
0.01,42,1973,2,0.9177988535397449,0.0,0.0,5.24294533601407,-0.003869584749671839,0.0004790172813192552,tied_shape,1004,15927.947789225853,0.18021341692656279
0.01,42,21,1,0.09013608157269894,0.0,0.0,210121.21808082086,-1588.201923138824,33.9920490968348,tied_shape,1006,22739.60435247944,0.18465087469667196
0.01,42,21,2,0.909863918427299,0.0,0.0,6.970578227734062,-0.05268713863260889,0.0011276549770396149,tied_shape,1006,22739.60435247944,0.18465087469667196
0.01,42,2096,1,0.08212109881059543,0.0,0.0,230570.80996546944,173.37194301312715,20.928842758266086,tied_shape,1007,12645.984513183272,0.17770070862025023
0.01,42,2096,2,0.9178789011894027,0.0,0.0,4.2054935203448425,0.0031622154732443993,0.0003817313762370245,tied_shape,1007,12645.984513183272,0.17770070862025023
0.01,42,83,1,0.9166754943372538,0.0,0.0,5.197369243251147,0.0006598724779469788,0.0003357466598622247,tied_shape,1009,13284.577913641286,0.19067416619509459
0.01,42,83,2,0.08332450566274757,0.0,0.0,226979.36700382957,28.817932753602552,14.662718918447897,tied_shape,1009,13284.577913641286,0.19067416619509459
0.01,42,2025,1,0.9086249744736192,0.0,0.0,7.052426581142821,-0.06308881345591393,0.0012799847892398161,tied_shape,1005,22885.609029474588,0.18090058397501707
0.01,42,2025,2,0.09137502552638091,0.0,0.0,207255.9396235212,-1854.0471371230703,37.61605273666308,tied_shape,1005,22885.609029474588,0.18090058397501707
0.01,42,1540,1,0.9163390076909151,0.0,0.0,5.514564318553706,-0.0006682302531970044,1.4899511273618077e-05,tied_shape,1005,-11338.038682904129,0.17568533308804035
0.01,42,1540,2,0.08366099230908593,0.0,0.0,205822.60848982172,-24.940663639025797,0.5561012798856727,tied_shape,1005,-11338.038682904129,0.17568533308804035
0.01,42,871,1,0.08995833551031908,0.0,0.0,210698.89191903776,-2037.4169464014851,52.37268422814962,tied_shape,1006,26150.823187866514,0.2437791246920824
0.01,42,871,2,0.9100416644896796,0.0,0.0,7.1163205863784995,-0.06881342387070832,0.0017688788371981285,tied_shape,1006,26150.823187866514,0.2437791246920824
0.01,42,1615,1,0.089828823101884,0.0,0.0,211040.45159737894,-2327.6464223333246,62.48024191521241,tied_shape,1003,27070.76259005692,0.18254399951547384
0.01,42,1615,2,0.9101711768981153,0.0,0.0,7.117752750935507,-0.07850443647351434,0.002107268584790322,tied_shape,1003,27070.76259005692,0.18254399951547384
0.01,42,2437,1,0.09387893172041449,0.0,0.0,198752.7213948272,552.6043946891948,4.424835466545006,tied_shape,1007,6441.604517805598,0.18582237511873245
0.01,42,2437,2,0.9061210682795864,0.0,0.0,6.427551135513955,0.017870915072999743,0.00014309668832637168,tied_shape,1007,6441.604517805598,0.18582237511873245
0.01,42,2606,1,0.07342157647229518,0.0,0.0,253013.1660184776,-132.91396765224437,2.985221972658149,tied_shape,1004,-11810.746196862723,0.1781176244840026
0.01,42,2606,2,0.926578423527705,0.0,0.0,2.7607762465028136,-0.001450302885407795,3.257352193304837e-05,tied_shape,1004,-11810.746196862723,0.1781176244840026
0.01,42,2276,1,0.9112492651947948,0.0,0.0,9.3665298400434,0.06616371674305746,0.0008064584989317433,tied_shape,1000,18274.87149493468,0.19193024933338165
0.01,42,2276,2,0.08875073480520347,0.0,0.0,212409.81222432057,1500.4300300601885,18.288491175511517,tied_shape,1000,18274.87149493468,0.19193024933338165
0.01,42,751,1,0.9177015609849025,0.0,0.0,4.9838594154541935,0.039731857123730355,0.0014401287933563387,tied_shape,1000,22482.43044330487,0.16817358322441578
0.01,42,751,2,0.08229843901509744,0.0,0.0,230448.87220059184,1837.1629095730186,66.59017211108925,tied_shape,1000,22482.43044330487,0.16817358322441578
0.01,42,3037,1,0.09011577578490108,0.0,0.0,197285.01870176103,-935.2647338755455,5.2152556348308,tied_shape,1007,8006.126221924783,0.17185054253786802
0.01,42,3037,2,0.9098842242150982,0.0,0.0,15.463875142517384,-0.07330925158445437,0.00040878959032997187,tied_shape,1007,8006.126221924783,0.17185054253786802
0.01,42,1070,1,0.07958735763244852,0.0,0.0,129245.54861170652,133.0037405100918,0.20738422630805245,tied_shape,1006,-35975.146245846314,0.1643807915970683
0.01,42,1070,2,0.9204126423675545,0.0,0.0,2.707987562933635,0.0027867302123266947,4.34517019443371e-06,tied_shape,1006,-35975.146245846314,0.1643807915970683
0.01,42,3046,1,0.08234262293820552,0.0,0.0,127850.63413948835,740.2936421907846,4.35826825313813,tied_shape,1004,-35217.274312949776,0.16550750005990267
0.01,42,3046,2,0.9176573770617914,0.0,0.0,2.703035676344876,0.015651389915123867,9.214310632562634e-05,tied_shape,1004,-35217.274312949776,0.16550750005990267
0.01,42,1019,1,0.9077384527719009,0.0,0.0,7.263950740266326,-0.06861150206509187,0.0010644076592298552,tied_shape,1005,18897.67950963698,0.17314274981617928
0.01,42,1019,2,0.09226154722809966,0.0,0.0,204871.67731209926,-1935.111348299502,30.02043795278692,tied_shape,1005,18897.67950963698,0.17314274981617928
0.01,42,1334,1,0.08796791504236981,0.0,0.0,209167.55737809985,394.69432236885444,2.4443335939320936,tied_shape,1004,2951.506205789436,0.17945404071360826
0.01,42,1334,2,0.912032084957629,0.0,0.0,7.524622298280806,0.014198787499980006,8.793279080125662e-05,tied_shape,1004,2951.506205789436,0.17945404071360826
0.01,42,2001,1,0.9185115537057827,0.0,0.0,6.114583923009864,-0.13210333711651676,0.005349914981628005,tied_shape,1009,30086.908498306526,0.16109195910394192
0.01,42,2001,2,0.08148844629421838,0.0,0.0,232842.3781249689,-5030.473955342032,203.72390710036782,tied_shape,1009,30086.908498306526,0.16109195910394192
0.01,42,2752,1,0.918605288422295,0.0,0.0,5.405626559130502,-0.2914499709362429,0.021188385550273036,tied_shape,1005,35523.38552620737,0.1707303747534752
0.01,42,2752,2,0.08139471157770244,0.0,0.0,233203.62009677684,-12573.415413728619,914.0861212441404,tied_shape,1005,35523.38552620737,0.1707303747534752
0.01,42,2548,1,0.08357490775943155,0.0,0.0,226895.12332201342,13442.44703950103,849.280367127692,tied_shape,1004,31168.850769187422,0.16130233276635408
0.01,42,2548,2,0.9164250922405689,0.0,0.0,8.695076404073431,0.5151415436121546,0.032546127799205835,tied_shape,1004,31168.850769187422,0.16130233276635408
0.01,42,1882,1,0.08084131973425918,0.0,0.0,234222.19114258685,-337.72116347958075,22.135154954935185,tied_shape,1004,16421.235563218615,0.16924495808780193
0.01,42,1882,2,0.9191586802657399,0.0,0.0,5.4640688500312535,-0.007878551901351276,0.0005163815182919498,tied_shape,1004,16421.235563218615,0.16924495808780193
0.01,42,1468,1,0.08856564783363967,0.0,0.0,213838.36164951258,10405.408158600112,529.0286276973688,tied_shape,1004,25085.410283785222,0.17166508361697197
0.01,42,1468,2,0.9114343521663608,0.0,0.0,8.285537690449312,0.4031755612863232,0.020498130458451433,tied_shape,1004,25085.410283785222,0.17166508361697197
0.01,42,117,1,0.08876812596979122,0.0,0.0,213610.0944293924,31814.279113206892,4786.634443671572,tied_shape,1003,31137.18352141926,0.1655614161863923
0.01,42,117,2,0.9112318740302087,0.0,0.0,8.26530847081212,1.2310037657611177,0.185211332449633,tied_shape,1003,31137.18352141926,0.1655614161863923
0.01,42,1166,1,0.9063227492367486,0.0,0.0,11.824497836066413,0.03258415441807014,0.00013617848858960964,tied_shape,1002,4654.097792355092,0.18741012457758188
0.01,42,1166,2,0.09367725076325178,0.0,0.0,189696.56506469788,522.7369698349775,2.1846671105438404,tied_shape,1002,4654.097792355092,0.18741012457758188
0.01,42,852,1,0.9250608833667948,0.0,0.0,4.348000470407591,-0.005716572023479866,7.026901586594139e-05,tied_shape,1009,-2981.8651838327764,0.18454466573894024
0.01,42,852,2,0.07493911663320192,0.0,0.0,248978.59561319448,-327.346807760182,4.023799216328811,tied_shape,1009,-2981.8651838327764,0.18454466573894024
0.01,42,2539,1,0.9051105546478517,0.0,0.0,14.399036827847008,0.14424611002408025,0.001743737965547871,tied_shape,1005,21112.91284357299,0.17097791749984026
0.01,42,2539,2,0.09488944535214604,0.0,0.0,197590.8274632395,1979.4176915285498,23.928449632501383,tied_shape,1005,21112.91284357299,0.17097791749984026
0.01,42,176,1,0.11547847774079062,0.0,0.0,155917.73249902492,173.89150611016896,0.9674474666454672,tied_shape,1004,24664.518221598028,0.17907995823770761
0.01,42,176,2,0.8845215222592091,0.0,0.0,32.84830038951937,0.03663496342809177,0.00020381905563979756,tied_shape,1004,24664.518221598028,0.17907995823770761
0.01,42,1231,1,0.09325003367142934,0.0,0.0,197113.4946111279,1078.9045808903825,7.467617878786087,tied_shape,1006,11002.554308888173,0.18742633424699306
0.01,42,1231,2,0.9067499663285722,0.0,0.0,12.449204461426833,0.06814096492161796,0.00047163641432171235,tied_shape,1006,11002.554308888173,0.18742633424699306
0.01,42,1675,1,0.09337612351020298,0.0,0.0,196710.9321659195,1065.4753463160287,7.297898895986713,tied_shape,1006,10977.884406695264,0.17299170792102814
0.01,42,1675,2,0.9066238764897953,0.0,0.0,12.554739436549172,0.06800214508557077,0.0004657759386555686,tied_shape,1006,10977.884406695264,0.17299170792102814
0.01,42,1758,1,0.8931691938858327,0.0,0.0,18.35209229262749,-0.14928185921513373,0.0015222137624663881,tied_shape,1009,24910.873162903332,0.17577154096215963
0.01,42,1758,2,0.10683080611416862,0.0,0.0,174966.4906565948,-1423.2340710305061,14.512590488383143,tied_shape,1009,24910.873162903332,0.17577154096215963
0.01,42,1939,1,0.9058967641588563,0.0,0.0,7.072486082709964,0.007463961964558876,1.3223246177470038e-05,tied_shape,1005,-16375.591705743753,0.17838816717267036
